,failed_links
40,https://safecomputing.umich.edu/giving/
41,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_017.jpg
42,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_030.jpg
43,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_020.jpg
44,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_027.jpg
45,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_012.jpg
46,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_021.jpg
47,https://safecomputing.umich.edu/academics/
48,https://safecomputing.umich.edu/alumni/
49,https://safecomputing.umich.edu/sites/default/files/Privacy_Michigan_2020_009.jpg
50,https://safecomputing.umich.edu/faculty-staff/
51,https://safecomputing.umich.edu/health-medicine/
52,https://safecomputing.umich.edu/./category/extensions
53,https://safecomputing.umich.edu/athletics/
54,https://safecomputing.umich.edu/about/privacy/
55,https://safecomputing.umich.edu/about/privacy-statement/#coppa
56,https://safecomputing.umich.edu/about/privacy-statement/#eu
57,https://safecomputing.umich.edu/prospective-students/
58,https://safecomputing.umich.edu/about/privacy/#choices
59,https://safecomputing.umich.edu/initiatives/
60,https://safecomputing.umich.edu/research/
61,https://safecomputing.umich.edu/contact/
62,https://safecomputing.umich.edu/life-at-michigan/
63,https://safecomputing.umich.edu/about:blank
64,https://safecomputing.umich.edu/about/privacy-statement/
65,https://safecomputing.umich.edu/sites/default/files/poster-research.png
66,https://safecomputing.umich.edu/sites/default/files/poster-flint.png
67,https://safecomputing.umich.edu/sites/default/files/poster-dearborn.png
68,https://safecomputing.umich.edu/sites/default/files/DuoWebloginTimeline_3.png
69,https://safecomputing.umich.edu/sites/default/files/poster-medicine.png
70,https://safecomputing.umich.edu/sites/default/files/poster-ann-arbor.png
71,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-3.jpg
72,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-5.jpg
73,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-4.jpg
74,https://safecomputing.umich.edu/sites/default/files/2021-10-20%20Zoom%20Security%20SUMIT%202021%20Presentation%20Slides.pdf
75,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-12.jpg
76,https://safecomputing.umich.edu/sites/default/files/Infographic.png
77,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-10.jpg
78,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-11.jpg
79,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-8.jpg
80,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-6.jpg
81,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 3.jpg
82,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 2.jpg
83,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-9.jpg
84,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 11.jpg
85,https://safecomputing.umich.edu/sites/default/files/ShibbolethIdentityProviderUpgradeTesting.pdf
86,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 6.jpg
87,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 13.jpg
88,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 8.jpg
89,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 17.jpg
90,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 7.jpg
91,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 15.jpg
92,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 10.jpg
93,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-7.jpg
94,https://safecomputing.umich.edu/sites/default/files/SUMIT%202021%20-%20What%27s%20New%20with%20MCommunity%20Groups.pdf
95,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 1.jpg
96,https://safecomputing.umich.edu/sites/default/files/SUMIT2020_PrivacyAndAppropriateUseOfData.pdf
97,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 16.jpg
98,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-2.jpg
99,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 5.jpg
100,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 12.jpg
101,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 4.jpg
102,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 14.jpg
103,https://safecomputing.umich.edu/sites/default/files/SUMIT2018_Webpage - 9.jpg
104,https://safecomputing.umich.edu/michigan-medicine/review-in-2
105,https://safecomputing.umich.edu/sites/default/files/sumit17/sumit-2017-1.jpg
106,https://safecomputing.umich.edu/protect-the-u/services/network-ips/
107,https://safecomputing.umich.edu/copyright/message.php
108,https://safecomputing.umich.edu/events/dissonance-series/mailing-list.php
109,https://safecomputing.umich.edu/sites/default/files/TwoCapabilitiesOneGoalEmailSecurityArea1andVirtru_SUMIT2021.pdf
110,https://safecomputing.umich.edu/protect-the-u/manage-your-workstation/university-owned
111,https://safecomputing.umich.edu/sites/default/files/SUMIT2020_DataClassificationPresentation.pdf
112,https://safecomputing.umich.edu/be-aware/phishing-and-suspicious-email/examples
113,https://safecomputing.umich.edu/publications/communication-archive/4585
114,https://safecomputing.umich.edu/protect-yourself/secure-your-devices/personal-computer/windows/windows-7-mitigation
115,https://safecomputing.umich.edu/it-security-professionals/tools-templates/group-policy-resources
116,https://safecomputing.umich.edu/events/dissonance-series/suggest-a-speaker.php
117,https://safecomputing.umich.edu/new
118,https://safecomputing.umich.edu/tips/ransomware-dont-pay-ransom
119,https://safecomputing.umich.edu/publications/communication-archive/6657
120,https://safecomputing.umich.edu/events/sumit/2020
121,https://safecomputing.umich.edu/events/dissonance/what-does-big-tech-owe-us
122,https://safecomputing.umich.edu/be-aware/phishing-and-suspicious-email/how-um-reduces-malicious-email
123,https://safecomputing.umich.edu/it-security-professionals/tools-templates/mitigate-for-units
124,https://safecomputing.umich.edu/privacy/engagement
125,https://safecomputing.umich.edu/publications/communication-archive/6656
126,https://safecomputing.umich.edu/events/sumit/2019/register
127,https://safecomputing.umich.edu/tips/turn-two-factor-authentication
128,https://safecomputing.umich.edu/phishing-and-suspicious-email/
129,https://safecomputing.umich.edu/tips/look-you-log
130,https://safecomputing.umich.edu/events/cybersecurity-awareness-month-2022
131,https://safecomputing.umich.edu/tips/5-tips-avoid-online-tax-fraud
132,https://safecomputing.umich.edu/tips/shared-document-emails-can-be-traps
133,https://safecomputing.umich.edu/be-aware/privacy/choose-privacy-on-the-web
134,https://safecomputing.umich.edu/phishing_alerts/
135,https://safecomputing.umich.edu/tips/video-secure-your-devices-you-and-u
136,https://safecomputing.umich.edu/tips/video-safe-computing-when-traveling
137,https://safecomputing.umich.edu/phishing-scams
138,https://safecomputing.umich.edu/protect-privacy/privacy-u-m/videoconferencing/recording-privacy-concerns-faq
139,https://safecomputing.umich.edu/it-security-professionals/it-security-resources-your-unit/drbc
140,https://safecomputing.umich.edu/be-aware/privacy/privacy-and-social-media
141,https://safecomputing.umich.edu/be-aware/privacy/privacy-resources
142,https://safecomputing.umich.edu/it-security-professionals/it-security-resources-your-unit/vendor-security-and-compliance-assessment
143,https://safecomputing.umich.edu/be-aware/privacy
144,https://safecomputing.umich.edu/publications/posters-brochures/michigan-medicine-it-cyber-security
145,https://safecomputing.umich.edu/implementing-spg-601.27/communities-of-practice
